row,column,Year,Month,pet,tmn,cld,dtr,vap,wet,pre,tmp,tmx,frs,RH,SVP,VPD,windspeed,ndvi,GPP,popd,PDSI,SMroot,SMsurf,BA_km2
28,261,2010,8,2.0500002,9.300001,74.35,8.1,12.275,18.0,421.90002,13.325,17.400002,0.0,70.517815,17.408665,5.1336656,3.8884382,0.31082708,15.916515,0.06265531,2.2675,0.21149923,0.26252675,0.0
28,261,2010,9,1.05,2.65,84.125,7.05,7.775,19.0,294.80002,6.15,9.700001,10.0,77.50739,10.032322,2.2573214,3.6753292,0.4820736,0.0,0.06265531,2.8574998,0.222707,0.27591744,0.0
28,261,2010,10,0.45,-0.725,84.575,4.8,6.075,17.25,190.90001,1.7249999,4.175,19.5,86.307434,7.0397444,0.9647443,4.2273936,0.48956114,0.0,0.06265531,3.06,0.2180535,0.26235875,0.0
28,261,2010,11,0.0,-13.3,87.25,5.65,3.225,20.25,206.3,-10.450001,-7.65,29.0,129.17224,2.4974043,-0.7275957,2.748907,0.75177777,0.0,0.06265531,3.34,0.2179834,0.26305443,0.0
28,261,2010,12,0.0,-29.625,78.725006,7.8500004,0.7,19.5,145.3,-25.650002,-21.775,31.0,118.060104,0.5932318,-0.10676819,2.3647885,0.7020437,,0.06265531,3.3525,0.20921165,0.22374117,0.0
28,261,2011,1,0.0,-25.875,78.25,6.875,0.90000004,13.5,68.9,-22.4,-19.0,31.0,109.977905,0.81846356,-0.08153649,1.8744687,0.690984,0.0,0.061740637,3.11,0.21553688,0.23959579,0.0
28,261,2011,2,0.025,-23.825,75.675,8.975,1.375,11.25,86.5,-19.325,-14.85,28.0,124.74534,1.1016556,-0.2733444,6.2449665,0.5554973,0.0,0.061740637,3.085,0.20904513,0.21601923,0.0
28,261,2011,3,0.65,-12.625,68.825,10.425,2.5750003,12.25,119.4,-7.4,-2.1999998,30.0,78.83898,3.2662463,0.69124633,2.8273096,0.136125,0.42675805,0.061740637,2.9775,0.20612422,0.22283246,0.0
28,261,2011,4,1.45,-2.675,74.925,9.775,5.15,11.0,198.40001,2.25,7.175,22.5,70.111664,7.3469954,2.1969953,4.9798565,0.115804866,36.56192,0.061740637,3.1525002,0.22926538,0.2904084,0.0
28,261,2011,5,2.775,2.4750001,72.225006,10.875,6.425,12.25,189.8,7.875,13.35,11.0,55.951565,11.483538,5.0585375,1.382118,0.14222084,122.77096,0.061740637,2.8899999,0.21803594,0.2411024,1.6475556
28,261,2011,6,3.9,11.9,63.775,11.225,13.700001,13.0,301.90002,17.475002,23.125,0.0,57.93102,23.64841,9.94841,2.0498986,0.11650278,164.58264,0.061740637,2.7199998,0.19632755,0.21399581,0.0
28,261,2011,7,2.5,8.9,78.425,8.8,11.875,14.75,350.6,13.25,17.7,0.0,68.602875,17.310728,5.435728,1.1278117,0.13004236,76.4548,0.061740637,3.0149999,0.20685104,0.24410933,0.0
28,261,2011,8,1.7750001,8.75,81.175,7.2,12.025,17.0,454.90002,12.325001,15.950001,0.0,74.47479,16.14797,4.122971,3.5423706,0.2431375,44.025566,0.061740637,3.7775002,0.21616201,0.26789123,0.0
28,261,2011,9,1.675,4.05,65.825005,11.325,8.625,8.5,97.0,9.675,15.375,6.75,65.36317,13.1985035,4.5735025,0.36490136,0.5713097,0.0,0.061740637,3.2424998,0.21342951,0.2331496,0.0
28,261,2011,10,0.35000002,-0.20000002,81.675,5.625,6.775,18.25,226.40001,2.625,5.45,17.75,89.47879,7.572694,0.7976934,2.766883,0.62228125,0.0,0.061740637,3.3625002,0.2154578,0.26217145,0.0
28,261,2011,11,0.075,-15.875,83.075005,6.75,2.225,20.25,237.9,-12.475,-9.125,30.0,106.881256,2.081877,-0.14312303,1.1632404,0.7060243,0.0,0.061740637,3.74,0.2196924,0.26834697,0.0
28,261,2011,12,0.0,-17.975,82.325,6.075,1.8000001,14.75,114.4,-14.925,-11.900001,31.0,108.15411,1.6643891,-0.13561094,4.288303,0.7098618,,0.061740637,0.875,0.20895365,0.21837169,0.0
28,261,2012,1,0.0,-24.425,80.525,6.25,1.125,10.0,46.300003,-21.3,-18.175,31.0,123.47959,0.9109711,-0.21402892,3.9608703,0.10172639,0.0,0.06083676,-0.195,0.21439621,0.23924525,0.0
28,261,2012,2,0.1,-22.025,72.425,9.7,1.55,7.75,27.900002,-17.150002,-12.325001,29.0,114.528336,1.3532624,-0.19673762,1.9012475,0.19285904,0.0,0.06083676,-0.3825,0.20637201,0.21136922,0.0
28,261,2012,3,0.425,-14.65,66.825,10.825001,2.5750003,10.5,78.600006,-9.200001,-3.825,31.0,92.31849,2.7901664,0.21516621,3.378212,0.49768195,1.6141552,0.06083676,-0.4,0.20300382,0.2046386,0.0
28,261,2012,4,1.425,-4.25,71.175,8.900001,4.15,11.0,121.600006,0.22500001,4.7000003,24.25,66.66037,6.228505,2.078505,3.442597,0.57909095,20.691889,0.06083676,-0.4475,0.22244647,0.2638449,0.0
28,261,2012,5,2.375,1.675,77.3,10.075001,6.4,12.5,144.6,6.675,11.75,13.0,61.21651,10.455469,4.0554695,1.9026026,0.6768514,97.11505,0.06083676,-0.6125,0.21869138,0.24948427,6.659713
28,261,2012,6,3.95,11.325001,61.25,12.6,14.075001,6.75,78.0,17.575,23.925,0.0,59.08976,23.823605,9.748604,1.0887718,0.6989944,121.2888,0.06083676,-1.305,0.17366393,0.16609609,100.0312
28,261,2012,7,3.65,13.15,61.800003,11.75,15.924999,8.0,85.600006,19.0,24.900002,0.0,60.308136,26.40894,10.483938,3.6307526,0.677282,107.89627,0.06083676,-2.025,0.13008144,0.12947601,330.23032
28,261,2012,8,2.3249998,8.475,71.75,9.775,11.475,13.5,173.8,13.325,18.25,0.0,65.921524,17.40889,5.933889,3.2960358,0.5120382,9.102532,0.06083676,-2.575,0.11879973,0.14972869,97.41632
28,261,2012,9,1.35,6.175,80.125,8.15,9.975,16.25,290.2,10.225,14.325001,2.75,72.46378,13.766527,3.7915275,3.9130034,0.1342,0.0,0.06083676,-2.6475,0.14370376,0.21758229,68.276566
28,261,2012,10,0.32500002,-4.4750004,81.75,5.675,4.875,16.25,232.1,-1.625,1.225,25.0,91.26915,5.342827,0.46782637,2.2680192,0.09454861,0.0,0.06083676,-2.9175,0.174072,0.23825943,0.0
28,261,2012,11,0.1,-18.325,81.95,7.4750004,1.75,16.75,115.9,-14.575001,-10.85,30.0,101.741325,1.71927,-0.030730069,1.7125022,0.079361804,0.0,0.06083676,-3.5025,0.18327516,0.21112233,0.0
28,261,2012,12,0.0,-28.350002,79.775,6.925,0.8,14.25,96.0,-24.850002,-21.425,31.0,124.51552,0.6425382,-0.15746184,1.4801257,0.05462847,,0.06083676,-3.8875,0.17931187,0.19028464,0.0
28,261,2013,1,0.075,-27.4,81.825005,7.8500004,0.82500005,13.75,121.6,-23.425,-19.55,31.0,111.423996,0.74014884,-0.08485116,2.1632535,0.6478319,0.0,0.0599436,-2.055,0.18462855,0.20892239,0.0
28,261,2013,2,0.1,-22.825,77.725006,9.1,1.35,14.0,95.6,-18.25,-13.725,28.0,110.610664,1.2201014,-0.12989867,3.6831288,0.3631264,0.0,0.0599436,-0.9625001,0.1931529,0.21157685,0.0
28,261,2013,3,0.275,-20.45,69.225006,10.900001,1.7750001,16.25,144.40001,-14.975,-9.55,31.0,107.1365,1.6572168,-0.11778334,5.5417967,0.07391459,2.590643,0.0599436,0.64250004,0.19386512,0.22050612,0.0
28,261,2013,4,1.25,-5.225,72.1,9.6,4.3500004,12.5,179.5,-0.39999998,4.425,25.0,73.559814,5.9147754,1.564775,1.2676444,0.10819791,38.123512,0.0599436,0.995,0.22347002,0.28848332,0.0
28,261,2013,5,2.025,0.2,79.125,8.25,5.6000004,16.5,337.8,4.3,8.45,17.0,64.64569,8.663578,3.0635781,1.5651872,0.09309027,97.3792,0.0599436,2.21,0.23341914,0.2833715,0.0
28,261,2013,6,3.1000001,8.425,76.475,9.75,10.525,16.5,326.2,13.275001,18.175,0.0,60.68689,17.344042,6.8190413,2.1917906,0.07860069,134.5726,0.0599436,2.75,0.21089093,0.23291093,0.0
28,261,2013,7,3.9,12.875,60.45,11.875,14.275,9.5,123.100006,18.8,24.75,0.0,54.843494,26.028978,11.753979,1.6481621,0.09802709,127.99902,0.0599436,2.0275,0.18067577,0.18763287,12.10976
28,261,2013,8,2.25,10.75,75.875,8.875,13.55,15.5,209.5,15.15,19.625,0.0,67.95725,19.939823,6.389822,1.8937737,0.21721321,10.480202,0.0599436,1.615,0.15350452,0.18404582,8.491302
28,261,2013,9,1.0,2.7,80.75,7.375,8.075001,14.5,245.7,6.3500004,10.075001,10.0,79.24047,10.191547,2.116547,1.5237901,0.34265277,0.0,0.0599436,1.5475,0.17095834,0.22693256,0.040281
28,261,2013,10,0.375,-4.625,82.875,6.2250004,4.875,21.0,308.30002,-1.4750001,1.675,25.25,90.128845,5.409598,0.53459775,0.44329363,0.6657465,0.0,0.0599436,1.8375001,0.19623569,0.26129192,0.0
28,261,2013,11,0.025,-9.025,86.725006,6.1,3.85,20.0,214.0,-5.925,-2.9250002,28.0,103.73476,3.711613,-0.13838702,2.271457,0.69741803,0.0,0.0599436,2.2575,0.2254074,0.2815805,0.0
28,261,2013,12,0.0,-15.549999,84.775,7.075,2.525,22.5,262.0,-11.975,-8.475,31.0,115.96425,2.1781118,-0.34688812,3.39221,0.72494996,,0.0599436,3.125,0.21120785,0.21918054,0.0
28,261,2014,1,0.0,-27.975,81.175,8.275,1.2,17.0,143.6,-23.8,-19.7,31.0,168.30995,0.7132841,-0.48671597,1.5604671,0.11262362,0.0,0.05990202,3.2925,0.20528576,0.21288794,0.0
28,261,2014,2,0.1,-29.224998,73.175,9.05,0.75,10.25,52.8,-24.675,-20.175,28.0,114.62543,0.6538718,-0.09612827,4.04834,0.17286736,0.0,0.05990202,3.0425,0.20299304,0.20537928,0.0
28,261,2014,3,0.4,-10.05,79.950005,7.7,3.475,15.75,179.4,-6.175,-2.35,29.5,95.68117,3.632206,0.157206,2.6865852,0.3519229,0.0,0.05990202,3.4725,0.20945483,0.24788111,0.0
28,261,2014,4,1.25,-4.125,78.6,8.200001,4.4,15.5,154.40001,0.0,4.125,24.0,72.00148,6.1128516,1.7128515,3.38829,0.6463673,34.2662,0.05990202,3.4875,0.23164704,0.29530674,0.0
28,261,2014,5,2.45,-0.325,73.3,11.4,5.625,14.5,163.9,5.4,11.125,18.25,59.491623,9.456303,3.8313026,1.3231609,0.758675,108.74647,0.05990202,3.21,0.22837189,0.27542078,0.0
28,261,2014,6,3.375,8.725,71.075,10.425,10.55,12.5,233.8,13.9,19.150002,0.0,58.053238,18.173672,7.623671,1.3835927,0.77351046,100.9648,0.05990202,2.9850001,0.20351362,0.21634614,0.0
28,261,2014,7,2.9250002,10.825,70.675,10.35,14.150001,12.25,320.3,15.975,21.175001,0.0,66.77827,21.190802,7.040801,1.499357,0.6261542,114.87215,0.05990202,3.0075002,0.1892307,0.22442299,0.0
28,261,2014,8,2.2,9.225,71.775,8.9,12.325001,16.5,375.1,13.650001,18.125,0.0,69.10651,17.837538,5.5125375,0.51597106,0.31707707,14.31261,0.05990202,3.2025,0.18982185,0.22431424,0.0
28,261,2014,9,1.05,1.625,80.0,7.6000004,7.25,18.25,340.40002,5.425,9.225,12.75,76.53434,9.473747,2.2237465,1.7308446,0.060809027,0.0,0.05990202,3.7425,0.21099156,0.26526746,0.0
28,261,2014,10,0.25,-7.7749996,80.275,6.175,3.975,18.75,243.9,-4.675,-1.6,28.0,96.23751,4.130863,0.1558634,1.706941,0.07700625,0.0,0.05990202,4.2425003,0.2151516,0.26102623,0.0
28,261,2014,11,0.0,-18.85,84.3,8.225,2.125,19.5,167.6,-14.725,-10.625,30.0,125.33467,1.6955072,-0.42949292,1.6050508,0.07163403,0.0,0.05990202,4.2799997,0.21240821,0.2337093,0.0
28,261,2014,12,0.0,-16.2,84.025,6.4750004,2.3,18.5,155.2,-12.95,-9.725,31.0,115.34886,1.9940745,-0.3059255,2.4887817,0.07830278,,0.05990202,4.3025,0.20466296,0.20832343,0.0
28,261,2015,1,0.0,-23.975,81.575,9.0,1.425,20.0,178.0,-19.475,-14.975,31.0,131.25693,1.0859661,-0.33903393,1.2086604,0.092337504,0.0,0.059860446,4.6275,0.21204062,0.23569375,0.0
28,261,2015,2,0.025,-17.9,80.525,8.025,2.125,16.75,146.9,-13.85,-9.875,28.0,115.657875,1.8371705,-0.28782958,5.338248,0.14163055,0.0,0.059860446,4.93,0.20552348,0.21015103,0.0
28,261,2015,3,0.4,-13.575001,73.8,10.15,2.775,12.5,116.600006,-8.475,-3.4250002,30.25,93.330124,2.9735155,0.19851553,4.8221874,0.4650021,3.886378,0.059860446,4.89,0.2028451,0.2049024,0.0
28,261,2015,4,1.35,-2.8500001,72.225,8.925,5.025,12.5,162.5,1.625,6.1000004,22.75,71.978966,6.9831085,1.9581085,3.6553366,0.5456611,19.89519,0.059860446,4.83,0.23315102,0.30440688,0.0
28,261,2015,5,2.8,3.0,68.725006,11.225,7.0249996,13.0,218.20001,8.575001,14.225,9.5,57.94224,12.125488,5.1004877,3.5601678,0.6501896,102.00392,0.059860446,4.57,0.23076999,0.2691626,4.671192
28,261,2015,6,3.95,11.925,69.625,10.375,12.3,13.0,212.5,17.075,22.3,0.0,53.555122,22.970268,10.670268,2.409821,0.7230756,151.85397,0.059860446,4.1075,0.19906715,0.21984911,0.0
28,261,2015,7,2.8,11.875,76.35,9.375,14.75,17.25,376.1,16.525002,21.25,0.0,66.85649,22.063225,7.3132243,4.5937395,0.74422777,117.638664,0.059860446,4.2925,0.19632614,0.23336735,0.0
28,261,2015,8,1.95,9.200001,77.775,7.7,12.325001,20.25,530.6,13.025,16.9,0.0,72.41715,17.021095,4.6960945,3.6698167,0.4604514,0.0009623421,0.059860446,5.18,0.21673599,0.28308696,0.0
28,261,2015,9,1.075,3.0,82.450005,7.525,8.05,16.5,229.7,6.75,10.525,9.0,76.554,10.516911,2.46691,1.6904314,0.052721523,0.0,0.059860446,5.3149996,0.22208469,0.2621215,0.0
28,261,2015,10,0.32500002,-4.55,84.350006,4.8250003,4.725,20.0,287.1,-2.125,0.3,25.0,92.23909,5.123874,0.39887404,1.092653,0.123739585,0.0,0.059860446,5.9025,0.22088864,0.27041507,0.0
28,261,2015,11,0.0,-16.575,82.100006,6.05,2.125,17.5,151.4,-13.525,-10.525,30.0,112.28319,1.8925831,-0.23241705,3.9612622,0.10462777,0.0,0.059860446,5.7825003,0.2085217,0.21712597,0.0
28,261,2015,12,0.0,-15.8,87.3,6.25,2.525,23.5,191.9,-12.65,-9.549999,31.0,123.21712,2.0492342,-0.47576594,0.33848354,0.104497924,,0.059860446,5.9425,0.20359056,0.20599388,0.0
28,262,1997,1,0.1,-27.35,88.950005,9.5,0.90000004,19.75,123.3,-22.6,-17.85,31.0,112.18675,0.8028108,-0.09718925,0.9032346,0.1132875,0.0,0.060751013,1.61,0.19999772,0.2012578,0.0
28,262,1997,2,0.1,-22.85,69.950005,8.725,1.35,18.75,118.4,-18.45,-14.125,28.0,112.7108,1.1974313,-0.15256873,4.3327312,0.25598264,0.0,0.060751013,1.7925,0.20328236,0.22461016,0.0
28,262,1997,3,0.6,-11.325001,82.475006,9.75,2.85,16.0,96.9,-6.425,-1.575,30.0,80.176834,3.5552013,0.7052012,5.3777494,0.59580004,0.0,0.060751013,1.6700001,0.2074748,0.24389195,0.0
28,262,1997,4,1.9000001,-1.575,64.0,10.875,4.9750004,12.0,90.4,3.875,9.325001,20.75,59.41868,8.375839,3.4008389,2.8927398,0.6218972,37.941963,0.060751013,1.27,0.2418999,0.32486477,0.0
28,262,1997,5,2.45,2.95,83.775,9.425,6.625,16.75,244.0,7.65,12.375,9.5,58.70762,11.285937,4.6609373,3.967444,0.7204076,102.460556,0.060751013,1.28,0.21724944,0.24360839,5.009457
28,262,1997,6,2.95,6.625,74.35,9.675,9.225,13.5,221.9,11.45,16.3,2.0,61.036804,15.114574,5.8895745,2.702749,0.62407917,100.22452,0.060751013,1.175,0.20195532,0.21955921,0.0
28,262,1997,7,2.4250002,9.200001,80.75,9.125,12.775,14.25,412.6,13.725,18.325,0.0,71.22989,17.93818,5.163181,1.166444,0.71595556,103.44121,0.060751013,1.815,0.21253361,0.26286855,1.5740021
28,262,1997,8,1.9,9.3,83.025,7.45,12.1,17.0,313.2,12.975,16.75,0.0,71.358795,16.95734,4.8573403,3.537923,0.5347687,36.931293,0.060751013,2.05,0.21032587,0.24817981,0.0
28,262,1997,9,1.6,4.0,60.75,9.950001,8.25,13.25,110.7,8.950001,13.95,7.0,66.103226,12.481279,4.2312794,1.3584834,0.10422708,0.0,0.060751013,1.155,0.21116866,0.23319325,0.0
28,262,1997,10,0.6,-1.9750001,82.5,6.7749996,5.625,18.5,189.90001,1.425,4.8250003,22.25,81.88147,6.869937,1.2449371,0.5651734,0.04594514,0.0,0.060751013,1.0475,0.21176025,0.25723886,0.0
28,262,1997,11,0.0,-18.6,85.600006,8.05,2.0,25.0,266.6,-14.55,-10.55,30.0,116.111855,1.7230959,-0.27690417,0.73848915,0.08485694,0.0,0.060751013,1.7524999,0.21310684,0.24777946,0.0
28,262,1997,12,0.075,-28.9,81.15,8.525001,0.725,19.0,110.1,-24.625,-20.375,31.0,110.42651,0.65721065,-0.067789346,0.8961411,0.092820145,,0.060751013,1.1775,0.20371364,0.20919317,0.0
28,262,1998,1,0.1,-26.025,78.5,8.450001,0.875,18.25,95.0,-21.775002,-17.575,31.0,100.5848,0.8698679,-0.005132109,1.8485743,0.112197906,0.0,0.060751013,1.0749999,0.20218374,0.21179615,0.0
28,262,1998,2,0.025,-24.400002,74.625,10.35,1.425,14.5,94.5,-19.2,-14.05,28.0,127.710594,1.115071,-0.30992898,2.5670917,0.25892776,0.0,0.060751013,1.2675,0.20949641,0.22974391,0.0
28,262,1998,3,0.6,-15.55,78.2,11.65,2.15,11.0,50.2,-9.7,-3.9,31.0,80.544495,2.6692798,0.5192796,4.2133107,0.39536393,0.0,0.060751013,0.88499993,0.20819493,0.23981895,0.0
28,262,1998,4,0.9250001,-11.075001,68.4,10.05,2.925,14.25,166.29999,-6.05,-1.025,29.0,79.65318,3.6722534,0.7472533,6.7836695,0.55173194,29.985775,0.060751013,1.315,0.21208659,0.25075704,0.0
28,262,1998,5,2.15,-0.42499998,70.350006,9.800001,5.7,13.5,143.20001,4.5,9.425,18.5,64.75163,8.804209,3.1042087,3.2925308,0.7232201,105.87352,0.060751013,1.0074999,0.23626433,0.29835394,0.0
28,262,1998,6,2.95,6.9750004,71.025,9.700001,9.875,13.5,259.8,11.8,16.675,1.5,63.627052,15.521748,5.6467466,1.6081307,0.7483077,120.44772,0.060751013,1.1274999,0.21907479,0.25432253,0.0
28,262,1998,7,3.625,12.75,61.95,11.35,14.65,11.5,214.8,18.4,24.1,0.0,57.933052,25.28893,10.638931,2.1333175,0.62887293,130.5806,0.060751013,0.66,0.1982306,0.20979731,7.385257
28,262,1998,8,2.5,12.225,70.325,8.85,14.525,13.75,226.5,16.625,21.075,0.0,65.35448,22.22535,7.700348,1.9413018,0.2870889,26.98246,0.060751013,0.32999998,0.1587788,0.17461342,1.483785
28,262,1998,9,0.975,1.2750001,93.7,6.625,6.8500004,16.5,252.9,4.55,7.9000006,13.5,77.51364,8.8376465,1.9876459,1.3068523,0.092140965,0.0,0.060751013,0.7275,0.1786213,0.24629518,0.0
28,262,1998,10,0.2,-8.125,78.225006,7.275,4.15,22.0,253.6,-4.45,-0.84999996,28.5,98.56212,4.2109756,0.06097579,2.194009,0.1256882,0.0,0.060751013,0.81999993,0.20234269,0.25193524,0.0
28,262,1998,11,0.0,-26.075,77.75,7.95,1.225,19.0,173.5,-22.075,-18.125,30.0,145.14105,0.8450143,-0.3799858,3.2619882,0.09900278,0.0,0.060751013,0.9575,0.19873782,0.20798644,0.0
28,262,1998,12,0.2,-20.25,87.175,8.925001,1.4,24.0,231.1,-15.75,-11.325001,31.0,90.814255,1.542438,0.14243805,2.8139439,0.10703819,,0.060751013,1.4175,0.19663289,0.19965875,0.0
28,262,1999,1,0.0,-29.224998,79.025,9.025001,0.8,18.25,90.9,-24.675,-20.2,31.0,122.40135,0.654021,-0.145979,2.3493197,0.13955347,0.0,0.060751013,1.355,0.19607729,0.19756542,0.0
28,262,1999,2,0.17500001,-18.875,63.725002,10.05,1.8,13.0,71.7,-13.825001,-8.825,28.0,97.679306,1.841686,0.04168597,1.2455679,0.26119167,0.0,0.060751013,1.245,0.19591641,0.19698876,0.0
28,262,1999,3,0.3,-25.45,59.25,13.450001,1.1500001,9.5,42.2,-18.7,-12.0,31.0,98.3404,1.1691355,0.019135475,1.3746561,0.52479655,2.243229,0.060751013,1.075,0.19586375,0.19681144,0.0
28,262,1999,4,1.0,-9.25,68.45,9.25,3.275,15.0,156.0,-4.625,0.0,28.0,78.9364,4.149132,0.874132,2.4270859,0.61685693,27.765217,0.060751013,1.3325,0.21793455,0.2739055,0.0
28,262,1999,5,2.575,2.1,71.2,11.3,6.925,14.75,176.6,7.725,13.400001,11.75,61.021133,11.355495,4.4304957,5.3237844,0.7342611,83.46373,0.060751013,1.14,0.23641351,0.28538606,0.0
28,262,1999,6,2.75,6.45,76.45,8.825001,9.125,15.0,285.40002,10.85,15.275,2.0,63.193356,14.440506,5.315506,2.7329664,0.7206264,144.96045,0.060751013,1.395,0.21411969,0.24838492,0.0
28,262,1999,7,3.4250002,12.125,63.949997,11.55,15.05,10.0,168.40001,17.875,23.675001,0.0,61.82022,24.34579,9.29579,1.2159486,0.568318,68.63599,0.060751013,0.4225,0.18881117,0.19870433,0.0
28,262,1999,8,2.15,9.1,68.925,8.15,11.9,16.5,311.40002,13.125,17.25,0.0,69.39274,17.149044,5.2490444,1.7926922,0.41341665,39.107285,0.060751013,0.45499995,0.18435751,0.23274022,0.0
28,262,1999,9,1.2,2.0,75.05,8.450001,7.3250003,15.0,205.6,6.2,10.450001,12.0,72.73211,10.07156,2.7465591,1.0595797,0.13044098,0.0,0.060751013,0.335,0.20340621,0.24006125,9.631356
28,262,1999,10,0.4,-4.425,83.725006,6.5249996,4.95,18.5,173.6,-1.15,2.125,25.0,89.07699,5.5581145,0.6081146,4.6521864,0.14097223,0.0,0.060751013,0.1625,0.20484607,0.24651982,0.0
28,262,1999,11,0.0,-17.175,85.225006,6.6,2.3,20.0,163.1,-13.875,-10.575001,30.0,125.519424,1.8331808,-0.46681917,2.8249705,0.09291736,0.0,0.060751013,0.28500003,0.21009342,0.24427897,0.0
28,262,1999,12,0.0,-16.975,86.850006,6.875,2.15,25.0,206.20001,-13.5,-10.1,31.0,113.33388,1.8970339,-0.25296625,3.5137413,0.12063958,,0.060751013,0.91,0.20156547,0.20722912,0.0
28,262,2000,1,0.0,-28.900002,82.175,8.55,0.90000004,15.75,92.4,-24.6,-20.35,31.0,136.68283,0.6589478,-0.24105224,3.920084,0.11210486,0.0,0.056740418,0.8625,0.19892071,0.20103452,0.0
28,262,2000,2,0.1,-22.275,63.300003,9.025001,1.45,17.0,100.9,-17.75,-13.25,29.0,113.318825,1.2793598,-0.17064023,3.3451743,0.24292015,0.0,0.056740418,0.99,0.20901455,0.23990344,0.0
28,262,2000,3,0.5,-13.575001,75.05,10.775,2.75,15.5,94.899994,-8.175,-2.8000002,30.5,90.08005,3.0529609,0.30296075,1.5545062,0.46547014,0.0,0.056740418,0.93750006,0.20906809,0.24362835,0.0
28,262,2000,4,1.3000001,-6.3,74.1,9.85,3.775,14.0,120.3,-1.375,3.55,26.0,69.20037,5.4555964,1.6805964,2.3510132,0.5990611,17.519758,0.056740418,0.88,0.23083611,0.30165946,1.5332774
28,262,2000,5,2.6750002,1.225,58.525,10.925,6.1000004,15.5,235.1,6.65,12.15,14.25,58.458115,10.436743,4.336742,4.0200443,0.73099995,111.33313,0.056740418,0.88,0.22787894,0.270488,1.6716121
28,262,2000,6,3.775,10.725,59.65,10.35,12.175,12.25,220.70001,15.875,21.075,0.0,57.876488,21.037077,8.862076,1.2524585,0.6905,158.8186,0.056740418,0.6275,0.20890933,0.23536779,0.0
28,262,2000,7,2.9,10.325001,70.825,10.450001,13.5,14.0,345.90002,15.525,20.775002,0.0,65.85548,20.499916,6.999916,1.1229286,0.6710305,95.77226,0.056740418,0.8975,0.20386815,0.23298077,0.0
28,262,2000,8,2.375,10.875,70.725,9.225,13.700001,18.75,354.1,15.475,20.099998,0.0,67.07911,20.424706,6.724704,0.6027835,0.4089465,7.8626223,0.056740418,1.02,0.19449374,0.23271212,0.0
28,262,2000,9,1.25,3.4750001,79.65,7.8500004,7.95,16.5,255.70001,7.375,11.325001,8.0,71.98929,11.044508,3.094508,2.4516354,0.09066667,0.0,0.056740418,1.0775,0.21333116,0.26284942,0.0
28,262,2000,10,0.25,-6.025,82.825005,5.7,4.4750004,20.0,193.0,-3.15,-0.325,27.0,95.187355,4.7010155,0.22601533,2.8882544,0.09340417,0.0,0.056740418,1.14,0.21351796,0.25019425,0.0
28,262,2000,11,0.05,-22.4,75.975006,8.125,1.35,16.0,102.7,-18.300001,-14.275001,30.0,111.264465,1.2144531,-0.13554686,2.0773973,0.09029445,0.0,0.056740418,1.0274999,0.20470132,0.21317455,0.0
28,262,2000,12,0.0,-30.9,80.825005,8.450001,0.7,19.5,119.9,-26.650002,-22.45,31.0,130.6395,0.5365541,-0.16344586,1.9318315,0.118597224,,0.056740418,1.02,0.20084348,0.20318827,0.0
28,262,2001,1,0.025,-32.675003,82.15,7.9,0.475,16.75,80.7,-28.675,-24.775002,31.0,108.88591,0.4362565,-0.03874352,1.8635933,0.6193334,0.0,0.055806067,0.9125,0.19953488,0.20031658,0.0
28,262,2001,2,0.025,-25.875,64.350006,9.675,1.1500001,14.75,73.0,-21.025,-16.2,28.0,122.84595,0.9357445,-0.21425548,1.2338182,0.30244237,0.0,0.055806067,0.90999997,0.20423666,0.22400479,0.0
28,262,2001,3,0.4,-15.975,84.65,10.25,2.15,19.0,192.20001,-10.825,-5.725,31.0,89.02112,2.4155865,0.26558638,4.123003,0.11161528,5.715575,0.055806067,1.46,0.2129007,0.25280535,0.0
28,262,2001,4,1.1750001,-8.45,68.3,10.0,3.3000002,10.5,69.600006,-3.4250002,1.6,27.75,71.81775,4.5939636,1.2939634,3.938915,0.11773194,43.391808,0.055806067,1.24,0.22744152,0.29224658,0.0
28,262,2001,5,2.625,2.85,68.125,10.925,7.3500004,16.25,194.5,8.299999,13.775,9.75,61.92195,11.872133,4.5221334,2.4201317,0.09856805,89.87303,0.055806067,1.065,0.23382737,0.28186804,0.0
28,262,2001,6,3.3249998,11.375,68.725006,8.85,13.025,20.0,464.2,15.775001,20.225,0.0,62.376736,20.882576,7.857576,2.0581946,0.08251041,100.05498,0.055806067,1.8575,0.21762954,0.2659725,0.0
28,262,2001,7,2.525,10.625,78.825005,8.950001,13.85,17.0,496.0,15.075001,19.575,0.0,69.84975,19.829987,5.979987,2.7139268,0.088,110.167465,0.055806067,2.8325,0.22732645,0.28705627,0.0
28,262,2001,8,2.725,12.8,65.325,7.9000006,13.700001,18.0,336.0,16.725,20.7,0.0,61.196125,22.389362,8.689363,1.2111164,0.2021729,53.57164,0.055806067,2.8725,0.21187219,0.25288433,0.0
28,262,2001,9,1.225,3.975,75.25,8.025,8.5,14.0,187.4,7.9500003,12.0,7.0,73.590164,11.550445,3.0504441,1.8045769,0.47966805,8.873518,0.055806067,2.8825,0.21338779,0.25024784,0.0
28,262,2001,10,0.3,-5.875,88.6,6.2250004,4.55,21.5,242.40001,-2.75,0.375,26.75,93.58412,4.862035,0.31203508,2.7744565,0.65855,0.0,0.055806067,3.365,0.21671379,0.25994724,0.0
